STATISTIC,Statistic,TLIST(M1),Month,C02196V02652,State,UNIT,VALUE
TSM04C1,Exports of Cattle,197001,1970M01,-,State,Thousand,37.58
TSM04C1,Exports of Cattle,197002,1970M02,-,State,Thousand,47.53
TSM04C1,Exports of Cattle,197003,1970M03,-,State,Thousand,70.09
TSM04C1,Exports of Cattle,197004,1970M04,-,State,Thousand,52.24
TSM04C1,Exports of Cattle,197005,1970M05,-,State,Thousand,52.39
TSM04C1,Exports of Cattle,197006,1970M06,-,State,Thousand,32.12
TSM04C1,Exports of Cattle,197007,1970M07,-,State,Thousand,44.65
TSM04C1,Exports of Cattle,197008,1970M08,-,State,Thousand,51.32
TSM04C1,Exports of Cattle,197009,1970M09,-,State,Thousand,42.3
TSM04C1,Exports of Cattle,197010,1970M10,-,State,Thousand,42.21
TSM04C1,Exports of Cattle,197011,1970M11,-,State,Thousand,33.92
TSM04C1,Exports of Cattle,197012,1970M12,-,State,Thousand,22.69
TSM04C1,Exports of Cattle,197101,1971M01,-,State,Thousand,43.87
TSM04C1,Exports of Cattle,197102,1971M02,-,State,Thousand,51.47
TSM04C1,Exports of Cattle,197103,1971M03,-,State,Thousand,79.27
TSM04C1,Exports of Cattle,197104,1971M04,-,State,Thousand,58.53
TSM04C1,Exports of Cattle,197105,1971M05,-,State,Thousand,46.82
TSM04C1,Exports of Cattle,197106,1971M06,-,State,Thousand,60.38
TSM04C1,Exports of Cattle,197107,1971M07,-,State,Thousand,49.24
TSM04C1,Exports of Cattle,197108,1971M08,-,State,Thousand,56.42
TSM04C1,Exports of Cattle,197109,1971M09,-,State,Thousand,47.5
TSM04C1,Exports of Cattle,197110,1971M10,-,State,Thousand,45.83
TSM04C1,Exports of Cattle,197111,1971M11,-,State,Thousand,49.69
TSM04C1,Exports of Cattle,197112,1971M12,-,State,Thousand,26.79
TSM04C1,Exports of Cattle,197201,1972M01,-,State,Thousand,48.44
TSM04C1,Exports of Cattle,197202,1972M02,-,State,Thousand,62.15
TSM04C1,Exports of Cattle,197203,1972M03,-,State,Thousand,68.47
TSM04C1,Exports of Cattle,197204,1972M04,-,State,Thousand,46.53
TSM04C1,Exports of Cattle,197205,1972M05,-,State,Thousand,38.82
TSM04C1,Exports of Cattle,197206,1972M06,-,State,Thousand,43.28
TSM04C1,Exports of Cattle,197207,1972M07,-,State,Thousand,47.36
TSM04C1,Exports of Cattle,197208,1972M08,-,State,Thousand,50.75
TSM04C1,Exports of Cattle,197209,1972M09,-,State,Thousand,45.69
TSM04C1,Exports of Cattle,197210,1972M10,-,State,Thousand,46.76
TSM04C1,Exports of Cattle,197211,1972M11,-,State,Thousand,57.77
TSM04C1,Exports of Cattle,197212,1972M12,-,State,Thousand,40.78
TSM04C1,Exports of Cattle,197301,1973M01,-,State,Thousand,35.58
TSM04C1,Exports of Cattle,197302,1973M02,-,State,Thousand,32.27
TSM04C1,Exports of Cattle,197303,1973M03,-,State,Thousand,47.51
TSM04C1,Exports of Cattle,197304,1973M04,-,State,Thousand,32.19
TSM04C1,Exports of Cattle,197305,1973M05,-,State,Thousand,34.76
TSM04C1,Exports of Cattle,197306,1973M06,-,State,Thousand,34.72
TSM04C1,Exports of Cattle,197307,1973M07,-,State,Thousand,34.25
TSM04C1,Exports of Cattle,197308,1973M08,-,State,Thousand,35.26
TSM04C1,Exports of Cattle,197309,1973M09,-,State,Thousand,30.5
TSM04C1,Exports of Cattle,197310,1973M10,-,State,Thousand,44.67
TSM04C1,Exports of Cattle,197311,1973M11,-,State,Thousand,65.33
TSM04C1,Exports of Cattle,197312,1973M12,-,State,Thousand,26.6
TSM04C1,Exports of Cattle,197401,1974M01,-,State,Thousand,23.21
TSM04C1,Exports of Cattle,197402,1974M02,-,State,Thousand,36.97
TSM04C1,Exports of Cattle,197403,1974M03,-,State,Thousand,51.03
TSM04C1,Exports of Cattle,197404,1974M04,-,State,Thousand,37.82
TSM04C1,Exports of Cattle,197405,1974M05,-,State,Thousand,26.22
TSM04C1,Exports of Cattle,197406,1974M06,-,State,Thousand,28.88
TSM04C1,Exports of Cattle,197407,1974M07,-,State,Thousand,36.91
TSM04C1,Exports of Cattle,197408,1974M08,-,State,Thousand,40.36
TSM04C1,Exports of Cattle,197409,1974M09,-,State,Thousand,41.17
TSM04C1,Exports of Cattle,197410,1974M10,-,State,Thousand,42.59
TSM04C1,Exports of Cattle,197411,1974M11,-,State,Thousand,41.79
TSM04C1,Exports of Cattle,197412,1974M12,-,State,Thousand,33.51
TSM04C1,Exports of Cattle,197501,1975M01,-,State,Thousand,53.52
TSM04C1,Exports of Cattle,197502,1975M02,-,State,Thousand,44.19
TSM04C1,Exports of Cattle,197503,1975M03,-,State,Thousand,51.06
TSM04C1,Exports of Cattle,197504,1975M04,-,State,Thousand,46.68
TSM04C1,Exports of Cattle,197505,1975M05,-,State,Thousand,51.68
TSM04C1,Exports of Cattle,197506,1975M06,-,State,Thousand,35.83
TSM04C1,Exports of Cattle,197507,1975M07,-,State,Thousand,75.44
TSM04C1,Exports of Cattle,197508,1975M08,-,State,Thousand,77.63
TSM04C1,Exports of Cattle,197509,1975M09,-,State,Thousand,72.3
TSM04C1,Exports of Cattle,197510,1975M10,-,State,Thousand,84.16
TSM04C1,Exports of Cattle,197511,1975M11,-,State,Thousand,71.52
TSM04C1,Exports of Cattle,197512,1975M12,-,State,Thousand,39.72
TSM04C1,Exports of Cattle,197601,1976M01,-,State,Thousand,28.4
TSM04C1,Exports of Cattle,197602,1976M02,-,State,Thousand,30.4
TSM04C1,Exports of Cattle,197603,1976M03,-,State,Thousand,37.08
TSM04C1,Exports of Cattle,197604,1976M04,-,State,Thousand,33.42
TSM04C1,Exports of Cattle,197605,1976M05,-,State,Thousand,34.23
TSM04C1,Exports of Cattle,197606,1976M06,-,State,Thousand,35.62
TSM04C1,Exports of Cattle,197607,1976M07,-,State,Thousand,18.18
TSM04C1,Exports of Cattle,197608,1976M08,-,State,Thousand,18.16
TSM04C1,Exports of Cattle,197609,1976M09,-,State,Thousand,35.1
TSM04C1,Exports of Cattle,197610,1976M10,-,State,Thousand,46.17
TSM04C1,Exports of Cattle,197611,1976M11,-,State,Thousand,33.61
TSM04C1,Exports of Cattle,197612,1976M12,-,State,Thousand,19.47
TSM04C1,Exports of Cattle,197701,1977M01,-,State,Thousand,20.13
TSM04C1,Exports of Cattle,197702,1977M02,-,State,Thousand,29.96
TSM04C1,Exports of Cattle,197703,1977M03,-,State,Thousand,43.06
TSM04C1,Exports of Cattle,197704,1977M04,-,State,Thousand,39.74
TSM04C1,Exports of Cattle,197705,1977M05,-,State,Thousand,33.42
TSM04C1,Exports of Cattle,197706,1977M06,-,State,Thousand,34.66
TSM04C1,Exports of Cattle,197707,1977M07,-,State,Thousand,30.36
TSM04C1,Exports of Cattle,197708,1977M08,-,State,Thousand,36.57
TSM04C1,Exports of Cattle,197709,1977M09,-,State,Thousand,43.39
TSM04C1,Exports of Cattle,197710,1977M10,-,State,Thousand,47.4
TSM04C1,Exports of Cattle,197711,1977M11,-,State,Thousand,54.4
TSM04C1,Exports of Cattle,197712,1977M12,-,State,Thousand,40.07
TSM04C1,Exports of Cattle,197801,1978M01,-,State,Thousand,50.84
TSM04C1,Exports of Cattle,197802,1978M02,-,State,Thousand,37.55
TSM04C1,Exports of Cattle,197803,1978M03,-,State,Thousand,50.24
TSM04C1,Exports of Cattle,197804,1978M04,-,State,Thousand,46.72
TSM04C1,Exports of Cattle,197805,1978M05,-,State,Thousand,47.96
TSM04C1,Exports of Cattle,197806,1978M06,-,State,Thousand,43.97
TSM04C1,Exports of Cattle,197807,1978M07,-,State,Thousand,44.33
TSM04C1,Exports of Cattle,197808,1978M08,-,State,Thousand,56.5
TSM04C1,Exports of Cattle,197809,1978M09,-,State,Thousand,61.22
TSM04C1,Exports of Cattle,197810,1978M10,-,State,Thousand,44.51
TSM04C1,Exports of Cattle,197811,1978M11,-,State,Thousand,39.93
TSM04C1,Exports of Cattle,197812,1978M12,-,State,Thousand,25.65
TSM04C1,Exports of Cattle,197901,1979M01,-,State,Thousand,29.4
TSM04C1,Exports of Cattle,197902,1979M02,-,State,Thousand,27.39
TSM04C1,Exports of Cattle,197903,1979M03,-,State,Thousand,32.87
TSM04C1,Exports of Cattle,197904,1979M04,-,State,Thousand,15.29
TSM04C1,Exports of Cattle,197905,1979M05,-,State,Thousand,17.87
TSM04C1,Exports of Cattle,197906,1979M06,-,State,Thousand,18
TSM04C1,Exports of Cattle,197907,1979M07,-,State,Thousand,22.61
TSM04C1,Exports of Cattle,197908,1979M08,-,State,Thousand,34.61
TSM04C1,Exports of Cattle,197909,1979M09,-,State,Thousand,24.96
TSM04C1,Exports of Cattle,197910,1979M10,-,State,Thousand,29.31
TSM04C1,Exports of Cattle,197911,1979M11,-,State,Thousand,40.43
TSM04C1,Exports of Cattle,197912,1979M12,-,State,Thousand,34.19
TSM04C1,Exports of Cattle,198001,1980M01,-,State,Thousand,26.57
TSM04C1,Exports of Cattle,198002,1980M02,-,State,Thousand,40.02
TSM04C1,Exports of Cattle,198003,1980M03,-,State,Thousand,43.67
TSM04C1,Exports of Cattle,198004,1980M04,-,State,Thousand,49.95
TSM04C1,Exports of Cattle,198005,1980M05,-,State,Thousand,30.08
TSM04C1,Exports of Cattle,198006,1980M06,-,State,Thousand,32.71
TSM04C1,Exports of Cattle,198007,1980M07,-,State,Thousand,42.52
TSM04C1,Exports of Cattle,198008,1980M08,-,State,Thousand,43.7
TSM04C1,Exports of Cattle,198009,1980M09,-,State,Thousand,47.08
TSM04C1,Exports of Cattle,198010,1980M10,-,State,Thousand,43.75
TSM04C1,Exports of Cattle,198011,1980M11,-,State,Thousand,38.61
TSM04C1,Exports of Cattle,198012,1980M12,-,State,Thousand,35.07
TSM04C1,Exports of Cattle,198101,1981M01,-,State,Thousand,33.4
TSM04C1,Exports of Cattle,198102,1981M02,-,State,Thousand,37.43
TSM04C1,Exports of Cattle,198103,1981M03,-,State,Thousand,40.32
TSM04C1,Exports of Cattle,198104,1981M04,-,State,Thousand,33.71
TSM04C1,Exports of Cattle,198105,1981M05,-,State,Thousand,25.22
TSM04C1,Exports of Cattle,198106,1981M06,-,State,Thousand,27.43
TSM04C1,Exports of Cattle,198107,1981M07,-,State,Thousand,33.99
TSM04C1,Exports of Cattle,198108,1981M08,-,State,Thousand,37.72
TSM04C1,Exports of Cattle,198109,1981M09,-,State,Thousand,29.8
TSM04C1,Exports of Cattle,198110,1981M10,-,State,Thousand,48.96
TSM04C1,Exports of Cattle,198111,1981M11,-,State,Thousand,51.36
TSM04C1,Exports of Cattle,198112,1981M12,-,State,Thousand,31.71
TSM04C1,Exports of Cattle,198201,1982M01,-,State,Thousand,29.84
TSM04C1,Exports of Cattle,198202,1982M02,-,State,Thousand,37.89
TSM04C1,Exports of Cattle,198203,1982M03,-,State,Thousand,45.36
TSM04C1,Exports of Cattle,198204,1982M04,-,State,Thousand,27.31
TSM04C1,Exports of Cattle,198205,1982M05,-,State,Thousand,15.07
TSM04C1,Exports of Cattle,198206,1982M06,-,State,Thousand,30.74
TSM04C1,Exports of Cattle,198207,1982M07,-,State,Thousand,26.07
TSM04C1,Exports of Cattle,198208,1982M08,-,State,Thousand,24.77
TSM04C1,Exports of Cattle,198209,1982M09,-,State,Thousand,28.03
TSM04C1,Exports of Cattle,198210,1982M10,-,State,Thousand,30.34
TSM04C1,Exports of Cattle,198211,1982M11,-,State,Thousand,34.67
TSM04C1,Exports of Cattle,198212,1982M12,-,State,Thousand,29.16
TSM04C1,Exports of Cattle,198301,1983M01,-,State,Thousand,21.44
TSM04C1,Exports of Cattle,198302,1983M02,-,State,Thousand,31.3
TSM04C1,Exports of Cattle,198303,1983M03,-,State,Thousand,41.31
TSM04C1,Exports of Cattle,198304,1983M04,-,State,Thousand,45.66
TSM04C1,Exports of Cattle,198305,1983M05,-,State,Thousand,25.68
TSM04C1,Exports of Cattle,198306,1983M06,-,State,Thousand,31.72
TSM04C1,Exports of Cattle,198307,1983M07,-,State,Thousand,33.03
TSM04C1,Exports of Cattle,198308,1983M08,-,State,Thousand,40.21
TSM04C1,Exports of Cattle,198309,1983M09,-,State,Thousand,38.33
TSM04C1,Exports of Cattle,198310,1983M10,-,State,Thousand,40.83
TSM04C1,Exports of Cattle,198311,1983M11,-,State,Thousand,51.92
TSM04C1,Exports of Cattle,198312,1983M12,-,State,Thousand,30.23
TSM04C1,Exports of Cattle,198401,1984M01,-,State,Thousand,21.45
TSM04C1,Exports of Cattle,198402,1984M02,-,State,Thousand,36.99
TSM04C1,Exports of Cattle,198403,1984M03,-,State,Thousand,37.73
TSM04C1,Exports of Cattle,198404,1984M04,-,State,Thousand,31.76
TSM04C1,Exports of Cattle,198405,1984M05,-,State,Thousand,35.68
TSM04C1,Exports of Cattle,198406,1984M06,-,State,Thousand,20.54
TSM04C1,Exports of Cattle,198407,1984M07,-,State,Thousand,22.45
TSM04C1,Exports of Cattle,198408,1984M08,-,State,Thousand,30.15
TSM04C1,Exports of Cattle,198409,1984M09,-,State,Thousand,33.24
TSM04C1,Exports of Cattle,198410,1984M10,-,State,Thousand,50.95
TSM04C1,Exports of Cattle,198411,1984M11,-,State,Thousand,42.34
TSM04C1,Exports of Cattle,198412,1984M12,-,State,Thousand,24.43
TSM04C1,Exports of Cattle,198501,1985M01,-,State,Thousand,13.43
TSM04C1,Exports of Cattle,198502,1985M02,-,State,Thousand,27.63
TSM04C1,Exports of Cattle,198503,1985M03,-,State,Thousand,27.51
TSM04C1,Exports of Cattle,198504,1985M04,-,State,Thousand,30.1
TSM04C1,Exports of Cattle,198505,1985M05,-,State,Thousand,31.82
TSM04C1,Exports of Cattle,198506,1985M06,-,State,Thousand,27.3
TSM04C1,Exports of Cattle,198507,1985M07,-,State,Thousand,22.36
TSM04C1,Exports of Cattle,198508,1985M08,-,State,Thousand,20.29
TSM04C1,Exports of Cattle,198509,1985M09,-,State,Thousand,34.12
TSM04C1,Exports of Cattle,198510,1985M10,-,State,Thousand,28.34
TSM04C1,Exports of Cattle,198511,1985M11,-,State,Thousand,40.93
TSM04C1,Exports of Cattle,198512,1985M12,-,State,Thousand,8.09
TSM04C1,Exports of Cattle,198601,1986M01,-,State,Thousand,3.38
TSM04C1,Exports of Cattle,198602,1986M02,-,State,Thousand,20.89
TSM04C1,Exports of Cattle,198603,1986M03,-,State,Thousand,22.42
TSM04C1,Exports of Cattle,198604,1986M04,-,State,Thousand,16.52
TSM04C1,Exports of Cattle,198605,1986M05,-,State,Thousand,16.82
TSM04C1,Exports of Cattle,198606,1986M06,-,State,Thousand,16.71
TSM04C1,Exports of Cattle,198607,1986M07,-,State,Thousand,19.46
TSM04C1,Exports of Cattle,198608,1986M08,-,State,Thousand,19.55
TSM04C1,Exports of Cattle,198609,1986M09,-,State,Thousand,14.33
TSM04C1,Exports of Cattle,198610,1986M10,-,State,Thousand,43.63
TSM04C1,Exports of Cattle,198611,1986M11,-,State,Thousand,77.38
TSM04C1,Exports of Cattle,198612,1986M12,-,State,Thousand,51.14
TSM04C1,Exports of Cattle,198701,1987M01,-,State,Thousand,7.2
TSM04C1,Exports of Cattle,198702,1987M02,-,State,Thousand,13.8
TSM04C1,Exports of Cattle,198703,1987M03,-,State,Thousand,17.77
TSM04C1,Exports of Cattle,198704,1987M04,-,State,Thousand,12.59
TSM04C1,Exports of Cattle,198705,1987M05,-,State,Thousand,18.38
TSM04C1,Exports of Cattle,198706,1987M06,-,State,Thousand,20.18
TSM04C1,Exports of Cattle,198707,1987M07,-,State,Thousand,15.45
TSM04C1,Exports of Cattle,198708,1987M08,-,State,Thousand,20.04
TSM04C1,Exports of Cattle,198709,1987M09,-,State,Thousand,23.24
TSM04C1,Exports of Cattle,198710,1987M10,-,State,Thousand,31.65
TSM04C1,Exports of Cattle,198711,1987M11,-,State,Thousand,30.94
TSM04C1,Exports of Cattle,198712,1987M12,-,State,Thousand,25.2
TSM04C1,Exports of Cattle,198801,1988M01,-,State,Thousand,8.81
TSM04C1,Exports of Cattle,198802,1988M02,-,State,Thousand,16.11
TSM04C1,Exports of Cattle,198803,1988M03,-,State,Thousand,24.33
TSM04C1,Exports of Cattle,198804,1988M04,-,State,Thousand,20.1
TSM04C1,Exports of Cattle,198805,1988M05,-,State,Thousand,17.19
TSM04C1,Exports of Cattle,198806,1988M06,-,State,Thousand,13.53
TSM04C1,Exports of Cattle,198807,1988M07,-,State,Thousand,19.52
TSM04C1,Exports of Cattle,198808,1988M08,-,State,Thousand,26.57
TSM04C1,Exports of Cattle,198809,1988M09,-,State,Thousand,21.04
TSM04C1,Exports of Cattle,198810,1988M10,-,State,Thousand,27.59
TSM04C1,Exports of Cattle,198811,1988M11,-,State,Thousand,29.25
TSM04C1,Exports of Cattle,198812,1988M12,-,State,Thousand,11.56
TSM04C1,Exports of Cattle,198901,1989M01,-,State,Thousand,4.65
TSM04C1,Exports of Cattle,198902,1989M02,-,State,Thousand,13.23
TSM04C1,Exports of Cattle,198903,1989M03,-,State,Thousand,17.27
TSM04C1,Exports of Cattle,198904,1989M04,-,State,Thousand,23.77
TSM04C1,Exports of Cattle,198905,1989M05,-,State,Thousand,13.25
TSM04C1,Exports of Cattle,198906,1989M06,-,State,Thousand,8.66
TSM04C1,Exports of Cattle,198907,1989M07,-,State,Thousand,7.27
TSM04C1,Exports of Cattle,198908,1989M08,-,State,Thousand,9.86
TSM04C1,Exports of Cattle,198909,1989M09,-,State,Thousand,11.79
TSM04C1,Exports of Cattle,198910,1989M10,-,State,Thousand,15.89
TSM04C1,Exports of Cattle,198911,1989M11,-,State,Thousand,32.12
TSM04C1,Exports of Cattle,198912,1989M12,-,State,Thousand,12.54
TSM04C1,Exports of Cattle,199001,1990M01,-,State,Thousand,16.15
TSM04C1,Exports of Cattle,199002,1990M02,-,State,Thousand,23.18
TSM04C1,Exports of Cattle,199003,1990M03,-,State,Thousand,33.37
TSM04C1,Exports of Cattle,199004,1990M04,-,State,Thousand,24.71
TSM04C1,Exports of Cattle,199005,1990M05,-,State,Thousand,19.8
TSM04C1,Exports of Cattle,199006,1990M06,-,State,Thousand,3.68
TSM04C1,Exports of Cattle,199007,1990M07,-,State,Thousand,2.4
TSM04C1,Exports of Cattle,199008,1990M08,-,State,Thousand,2.66
TSM04C1,Exports of Cattle,199009,1990M09,-,State,Thousand,6.67
TSM04C1,Exports of Cattle,199010,1990M10,-,State,Thousand,19.9
TSM04C1,Exports of Cattle,199011,1990M11,-,State,Thousand,22.92
TSM04C1,Exports of Cattle,199012,1990M12,-,State,Thousand,9.43
TSM04C1,Exports of Cattle,199101,1991M01,-,State,Thousand,7.65
TSM04C1,Exports of Cattle,199102,1991M02,-,State,Thousand,7.91
TSM04C1,Exports of Cattle,199103,1991M03,-,State,Thousand,14.48
TSM04C1,Exports of Cattle,199104,1991M04,-,State,Thousand,10.41
TSM04C1,Exports of Cattle,199105,1991M05,-,State,Thousand,10.42
TSM04C1,Exports of Cattle,199106,1991M06,-,State,Thousand,11.3
TSM04C1,Exports of Cattle,199107,1991M07,-,State,Thousand,11.56
TSM04C1,Exports of Cattle,199108,1991M08,-,State,Thousand,8.48
TSM04C1,Exports of Cattle,199109,1991M09,-,State,Thousand,11.32
TSM04C1,Exports of Cattle,199110,1991M10,-,State,Thousand,17.83
TSM04C1,Exports of Cattle,199111,1991M11,-,State,Thousand,18.32
TSM04C1,Exports of Cattle,199112,1991M12,-,State,Thousand,8.36
TSM04C1,Exports of Cattle,199201,1992M01,-,State,Thousand,7.63
TSM04C1,Exports of Cattle,199202,1992M02,-,State,Thousand,11.38
TSM04C1,Exports of Cattle,199203,1992M03,-,State,Thousand,17.85
TSM04C1,Exports of Cattle,199204,1992M04,-,State,Thousand,21.13
TSM04C1,Exports of Cattle,199205,1992M05,-,State,Thousand,20.43
TSM04C1,Exports of Cattle,199206,1992M06,-,State,Thousand,13.32
TSM04C1,Exports of Cattle,199207,1992M07,-,State,Thousand,7.59
TSM04C1,Exports of Cattle,199208,1992M08,-,State,Thousand,8.15
TSM04C1,Exports of Cattle,199209,1992M09,-,State,Thousand,14.61
TSM04C1,Exports of Cattle,199210,1992M10,-,State,Thousand,20.02
TSM04C1,Exports of Cattle,199211,1992M11,-,State,Thousand,26.87
TSM04C1,Exports of Cattle,199212,1992M12,-,State,Thousand,17.48
TSM04C1,Exports of Cattle,199301,1993M01,-,State,Thousand,14.66
TSM04C1,Exports of Cattle,199302,1993M02,-,State,Thousand,28.55
TSM04C1,Exports of Cattle,199303,1993M03,-,State,Thousand,31.49
TSM04C1,Exports of Cattle,199304,1993M04,-,State,Thousand,41.91
TSM04C1,Exports of Cattle,199305,1993M05,-,State,Thousand,23.53
TSM04C1,Exports of Cattle,199306,1993M06,-,State,Thousand,26.82
TSM04C1,Exports of Cattle,199307,1993M07,-,State,Thousand,28.74
TSM04C1,Exports of Cattle,199308,1993M08,-,State,Thousand,20.38
TSM04C1,Exports of Cattle,199309,1993M09,-,State,Thousand,39.12
TSM04C1,Exports of Cattle,199310,1993M10,-,State,Thousand,44.44
TSM04C1,Exports of Cattle,199311,1993M11,-,State,Thousand,39.83
TSM04C1,Exports of Cattle,199312,1993M12,-,State,Thousand,26.57
TSM04C1,Exports of Cattle,199401,1994M01,-,State,Thousand,21.82
TSM04C1,Exports of Cattle,199402,1994M02,-,State,Thousand,29.61
TSM04C1,Exports of Cattle,199403,1994M03,-,State,Thousand,35.86
TSM04C1,Exports of Cattle,199404,1994M04,-,State,Thousand,37.48
TSM04C1,Exports of Cattle,199405,1994M05,-,State,Thousand,34.84
TSM04C1,Exports of Cattle,199406,1994M06,-,State,Thousand,26.53
TSM04C1,Exports of Cattle,199407,1994M07,-,State,Thousand,25.12
TSM04C1,Exports of Cattle,199408,1994M08,-,State,Thousand,29.51
TSM04C1,Exports of Cattle,199409,1994M09,-,State,Thousand,42.87
TSM04C1,Exports of Cattle,199410,1994M10,-,State,Thousand,39.13
TSM04C1,Exports of Cattle,199411,1994M11,-,State,Thousand,44.92
TSM04C1,Exports of Cattle,199412,1994M12,-,State,Thousand,28.46
TSM04C1,Exports of Cattle,199501,1995M01,-,State,Thousand,31.49
TSM04C1,Exports of Cattle,199502,1995M02,-,State,Thousand,23.12
TSM04C1,Exports of Cattle,199503,1995M03,-,State,Thousand,38.1
TSM04C1,Exports of Cattle,199504,1995M04,-,State,Thousand,38.05
TSM04C1,Exports of Cattle,199505,1995M05,-,State,Thousand,23.93
TSM04C1,Exports of Cattle,199506,1995M06,-,State,Thousand,27.12
TSM04C1,Exports of Cattle,199507,1995M07,-,State,Thousand,27.91
TSM04C1,Exports of Cattle,199508,1995M08,-,State,Thousand,32.73
