STATISTIC,Statistic,TLIST(M1),Month,C02196V02652,State,UNIT,VALUE
TSM04C1,Exports of Cattle,202111,2021M11,-,State,Thousand,16.74
TSM04C1,Exports of Cattle,202112,2021M12,-,State,Thousand,14.35
TSM04C1,Exports of Cattle,202201,2022M01,-,State,Thousand,9.69
TSM04C1,Exports of Cattle,202202,2022M02,-,State,Thousand,23.71
TSM04C2,Exports of Beef,197001,1970M01,-,State,000 Tonnes,16.8
TSM04C2,Exports of Beef,197002,1970M02,-,State,000 Tonnes,12.5
TSM04C2,Exports of Beef,197003,1970M03,-,State,000 Tonnes,8.9
TSM04C2,Exports of Beef,197004,1970M04,-,State,000 Tonnes,7.5
TSM04C2,Exports of Beef,197005,1970M05,-,State,000 Tonnes,7.2
TSM04C2,Exports of Beef,197006,1970M06,-,State,000 Tonnes,7
TSM04C2,Exports of Beef,197007,1970M07,-,State,000 Tonnes,9.1
TSM04C2,Exports of Beef,197008,1970M08,-,State,000 Tonnes,10.2
TSM04C2,Exports of Beef,197009,1970M09,-,State,000 Tonnes,12.5
TSM04C2,Exports of Beef,197010,1970M10,-,State,000 Tonnes,14.7
TSM04C2,Exports of Beef,197011,1970M11,-,State,000 Tonnes,19.5
TSM04C2,Exports of Beef,197012,1970M12,-,State,000 Tonnes,14.6
TSM04C2,Exports of Beef,197101,1971M01,-,State,000 Tonnes,21.4
TSM04C2,Exports of Beef,197102,1971M02,-,State,000 Tonnes,14.5
TSM04C2,Exports of Beef,197103,1971M03,-,State,000 Tonnes,11
TSM04C2,Exports of Beef,197104,1971M04,-,State,000 Tonnes,7.5
TSM04C2,Exports of Beef,197105,1971M05,-,State,000 Tonnes,8.1
TSM04C2,Exports of Beef,197106,1971M06,-,State,000 Tonnes,7.9
TSM04C2,Exports of Beef,197107,1971M07,-,State,000 Tonnes,11.3
TSM04C2,Exports of Beef,197108,1971M08,-,State,000 Tonnes,10.2
TSM04C2,Exports of Beef,197109,1971M09,-,State,000 Tonnes,12.3
TSM04C2,Exports of Beef,197110,1971M10,-,State,000 Tonnes,12
TSM04C2,Exports of Beef,197111,1971M11,-,State,000 Tonnes,14.9
TSM04C2,Exports of Beef,197112,1971M12,-,State,000 Tonnes,16.9
TSM04C2,Exports of Beef,197201,1972M01,-,State,000 Tonnes,9.1
TSM04C2,Exports of Beef,197202,1972M02,-,State,000 Tonnes,8.1
TSM04C2,Exports of Beef,197203,1972M03,-,State,000 Tonnes,9.7
TSM04C2,Exports of Beef,197204,1972M04,-,State,000 Tonnes,8.7
TSM04C2,Exports of Beef,197205,1972M05,-,State,000 Tonnes,10.6
TSM04C2,Exports of Beef,197206,1972M06,-,State,000 Tonnes,8.8
TSM04C2,Exports of Beef,197207,1972M07,-,State,000 Tonnes,10.1
TSM04C2,Exports of Beef,197208,1972M08,-,State,000 Tonnes,11.9
TSM04C2,Exports of Beef,197209,1972M09,-,State,000 Tonnes,12.2
TSM04C2,Exports of Beef,197210,1972M10,-,State,000 Tonnes,14.4
TSM04C2,Exports of Beef,197211,1972M11,-,State,000 Tonnes,15.4
TSM04C2,Exports of Beef,197212,1972M12,-,State,000 Tonnes,10.5
TSM04C2,Exports of Beef,197301,1973M01,-,State,000 Tonnes,8.8
TSM04C2,Exports of Beef,197302,1973M02,-,State,000 Tonnes,7.4
TSM04C2,Exports of Beef,197303,1973M03,-,State,000 Tonnes,9.1
TSM04C2,Exports of Beef,197304,1973M04,-,State,000 Tonnes,7.5
TSM04C2,Exports of Beef,197305,1973M05,-,State,000 Tonnes,8
TSM04C2,Exports of Beef,197306,1973M06,-,State,000 Tonnes,10
TSM04C2,Exports of Beef,197307,1973M07,-,State,000 Tonnes,13.3
TSM04C2,Exports of Beef,197308,1973M08,-,State,000 Tonnes,15.7
TSM04C2,Exports of Beef,197309,1973M09,-,State,000 Tonnes,12.5
TSM04C2,Exports of Beef,197310,1973M10,-,State,000 Tonnes,13.8
TSM04C2,Exports of Beef,197311,1973M11,-,State,000 Tonnes,13.5
TSM04C2,Exports of Beef,197312,1973M12,-,State,000 Tonnes,11.6
TSM04C2,Exports of Beef,197401,1974M01,-,State,000 Tonnes,13.4
TSM04C2,Exports of Beef,197402,1974M02,-,State,000 Tonnes,13.3
TSM04C2,Exports of Beef,197403,1974M03,-,State,000 Tonnes,9.9
TSM04C2,Exports of Beef,197404,1974M04,-,State,000 Tonnes,10.5
TSM04C2,Exports of Beef,197405,1974M05,-,State,000 Tonnes,12.6
TSM04C2,Exports of Beef,197406,1974M06,-,State,000 Tonnes,12.7
TSM04C2,Exports of Beef,197407,1974M07,-,State,000 Tonnes,12.7
TSM04C2,Exports of Beef,197408,1974M08,-,State,000 Tonnes,14.2
TSM04C2,Exports of Beef,197409,1974M09,-,State,000 Tonnes,16.1
TSM04C2,Exports of Beef,197410,1974M10,-,State,000 Tonnes,22.2
TSM04C2,Exports of Beef,197411,1974M11,-,State,000 Tonnes,26
TSM04C2,Exports of Beef,197412,1974M12,-,State,000 Tonnes,35.5
TSM04C2,Exports of Beef,197501,1975M01,-,State,000 Tonnes,26.1
TSM04C2,Exports of Beef,197502,1975M02,-,State,000 Tonnes,25.8
TSM04C2,Exports of Beef,197503,1975M03,-,State,000 Tonnes,14.3
TSM04C2,Exports of Beef,197504,1975M04,-,State,000 Tonnes,15.8
TSM04C2,Exports of Beef,197505,1975M05,-,State,000 Tonnes,17.5
TSM04C2,Exports of Beef,197506,1975M06,-,State,000 Tonnes,12.1
TSM04C2,Exports of Beef,197507,1975M07,-,State,000 Tonnes,21.8
TSM04C2,Exports of Beef,197508,1975M08,-,State,000 Tonnes,25.2
TSM04C2,Exports of Beef,197509,1975M09,-,State,000 Tonnes,25.8
TSM04C2,Exports of Beef,197510,1975M10,-,State,000 Tonnes,31.2
TSM04C2,Exports of Beef,197511,1975M11,-,State,000 Tonnes,32.1
TSM04C2,Exports of Beef,197512,1975M12,-,State,000 Tonnes,22.7
TSM04C2,Exports of Beef,197601,1976M01,-,State,000 Tonnes,13.7
TSM04C2,Exports of Beef,197602,1976M02,-,State,000 Tonnes,11.8
TSM04C2,Exports of Beef,197603,1976M03,-,State,000 Tonnes,12.5
TSM04C2,Exports of Beef,197604,1976M04,-,State,000 Tonnes,14.9
TSM04C2,Exports of Beef,197605,1976M05,-,State,000 Tonnes,15.4
TSM04C2,Exports of Beef,197606,1976M06,-,State,000 Tonnes,15.3
TSM04C2,Exports of Beef,197607,1976M07,-,State,000 Tonnes,11.2
TSM04C2,Exports of Beef,197608,1976M08,-,State,000 Tonnes,12.7
TSM04C2,Exports of Beef,197609,1976M09,-,State,000 Tonnes,18.2
TSM04C2,Exports of Beef,197610,1976M10,-,State,000 Tonnes,19.6
TSM04C2,Exports of Beef,197611,1976M11,-,State,000 Tonnes,21.1
TSM04C2,Exports of Beef,197612,1976M12,-,State,000 Tonnes,13.6
TSM04C2,Exports of Beef,197701,1977M01,-,State,000 Tonnes,13.6
TSM04C2,Exports of Beef,197702,1977M02,-,State,000 Tonnes,16.7
TSM04C2,Exports of Beef,197703,1977M03,-,State,000 Tonnes,13.1
TSM04C2,Exports of Beef,197704,1977M04,-,State,000 Tonnes,16.1
TSM04C2,Exports of Beef,197705,1977M05,-,State,000 Tonnes,15.8
TSM04C2,Exports of Beef,197706,1977M06,-,State,000 Tonnes,19.4
TSM04C2,Exports of Beef,197707,1977M07,-,State,000 Tonnes,23
TSM04C2,Exports of Beef,197708,1977M08,-,State,000 Tonnes,23
TSM04C2,Exports of Beef,197709,1977M09,-,State,000 Tonnes,29.7
TSM04C2,Exports of Beef,197710,1977M10,-,State,000 Tonnes,34.1
TSM04C2,Exports of Beef,197711,1977M11,-,State,000 Tonnes,31.9
TSM04C2,Exports of Beef,197712,1977M12,-,State,000 Tonnes,25.7
TSM04C2,Exports of Beef,197801,1978M01,-,State,000 Tonnes,27.6
TSM04C2,Exports of Beef,197802,1978M02,-,State,000 Tonnes,17.2
TSM04C2,Exports of Beef,197803,1978M03,-,State,000 Tonnes,18.7
TSM04C2,Exports of Beef,197804,1978M04,-,State,000 Tonnes,15.7
TSM04C2,Exports of Beef,197805,1978M05,-,State,000 Tonnes,17.6
TSM04C2,Exports of Beef,197806,1978M06,-,State,000 Tonnes,21.3
TSM04C2,Exports of Beef,197807,1978M07,-,State,000 Tonnes,22.1
TSM04C2,Exports of Beef,197808,1978M08,-,State,000 Tonnes,21
TSM04C2,Exports of Beef,197809,1978M09,-,State,000 Tonnes,26.2
TSM04C2,Exports of Beef,197810,1978M10,-,State,000 Tonnes,25
TSM04C2,Exports of Beef,197811,1978M11,-,State,000 Tonnes,27.2
TSM04C2,Exports of Beef,197812,1978M12,-,State,000 Tonnes,22
TSM04C2,Exports of Beef,197901,1979M01,-,State,000 Tonnes,20.5
TSM04C2,Exports of Beef,197902,1979M02,-,State,000 Tonnes,13.8
TSM04C2,Exports of Beef,197903,1979M03,-,State,000 Tonnes,10.8
TSM04C2,Exports of Beef,197904,1979M04,-,State,000 Tonnes,16.3
TSM04C2,Exports of Beef,197905,1979M05,-,State,000 Tonnes,13
TSM04C2,Exports of Beef,197906,1979M06,-,State,000 Tonnes,10.1
TSM04C2,Exports of Beef,197907,1979M07,-,State,000 Tonnes,26.6
TSM04C2,Exports of Beef,197908,1979M08,-,State,000 Tonnes,22
TSM04C2,Exports of Beef,197909,1979M09,-,State,000 Tonnes,22.2
TSM04C2,Exports of Beef,197910,1979M10,-,State,000 Tonnes,38.7
TSM04C2,Exports of Beef,197911,1979M11,-,State,000 Tonnes,38.2
TSM04C2,Exports of Beef,197912,1979M12,-,State,000 Tonnes,22.7
TSM04C2,Exports of Beef,198001,1980M01,-,State,000 Tonnes,29.9
TSM04C2,Exports of Beef,198002,1980M02,-,State,000 Tonnes,30.7
TSM04C2,Exports of Beef,198003,1980M03,-,State,000 Tonnes,24.4
TSM04C2,Exports of Beef,198004,1980M04,-,State,000 Tonnes,19.8
TSM04C2,Exports of Beef,198005,1980M05,-,State,000 Tonnes,16.8
TSM04C2,Exports of Beef,198006,1980M06,-,State,000 Tonnes,19.5
TSM04C2,Exports of Beef,198007,1980M07,-,State,000 Tonnes,24.6
TSM04C2,Exports of Beef,198008,1980M08,-,State,000 Tonnes,28.6
TSM04C2,Exports of Beef,198009,1980M09,-,State,000 Tonnes,40.1
TSM04C2,Exports of Beef,198010,1980M10,-,State,000 Tonnes,37
TSM04C2,Exports of Beef,198011,1980M11,-,State,000 Tonnes,33.7
TSM04C2,Exports of Beef,198012,1980M12,-,State,000 Tonnes,24.8
TSM04C2,Exports of Beef,198101,1981M01,-,State,000 Tonnes,17.7
TSM04C2,Exports of Beef,198102,1981M02,-,State,000 Tonnes,13.9
TSM04C2,Exports of Beef,198103,1981M03,-,State,000 Tonnes,15.7
TSM04C2,Exports of Beef,198104,1981M04,-,State,000 Tonnes,9.7
TSM04C2,Exports of Beef,198105,1981M05,-,State,000 Tonnes,13.6
TSM04C2,Exports of Beef,198106,1981M06,-,State,000 Tonnes,18.3
TSM04C2,Exports of Beef,198107,1981M07,-,State,000 Tonnes,19.8
TSM04C2,Exports of Beef,198108,1981M08,-,State,000 Tonnes,22.8
TSM04C2,Exports of Beef,198109,1981M09,-,State,000 Tonnes,20.5
TSM04C2,Exports of Beef,198110,1981M10,-,State,000 Tonnes,26.7
TSM04C2,Exports of Beef,198111,1981M11,-,State,000 Tonnes,21.8
TSM04C2,Exports of Beef,198112,1981M12,-,State,000 Tonnes,18.6
TSM04C2,Exports of Beef,198201,1982M01,-,State,000 Tonnes,11.7
TSM04C2,Exports of Beef,198202,1982M02,-,State,000 Tonnes,12.9
TSM04C2,Exports of Beef,198203,1982M03,-,State,000 Tonnes,14.5
TSM04C2,Exports of Beef,198204,1982M04,-,State,000 Tonnes,14.7
TSM04C2,Exports of Beef,198205,1982M05,-,State,000 Tonnes,16.8
TSM04C2,Exports of Beef,198206,1982M06,-,State,000 Tonnes,18.9
TSM04C2,Exports of Beef,198207,1982M07,-,State,000 Tonnes,19.9
TSM04C2,Exports of Beef,198208,1982M08,-,State,000 Tonnes,22.4
TSM04C2,Exports of Beef,198209,1982M09,-,State,000 Tonnes,19
TSM04C2,Exports of Beef,198210,1982M10,-,State,000 Tonnes,21.1
TSM04C2,Exports of Beef,198211,1982M11,-,State,000 Tonnes,20.3
TSM04C2,Exports of Beef,198212,1982M12,-,State,000 Tonnes,17.1
TSM04C2,Exports of Beef,198301,1983M01,-,State,000 Tonnes,18.2
TSM04C2,Exports of Beef,198302,1983M02,-,State,000 Tonnes,18.3
TSM04C2,Exports of Beef,198303,1983M03,-,State,000 Tonnes,12.8
TSM04C2,Exports of Beef,198304,1983M04,-,State,000 Tonnes,19.2
TSM04C2,Exports of Beef,198305,1983M05,-,State,000 Tonnes,19.8
TSM04C2,Exports of Beef,198306,1983M06,-,State,000 Tonnes,19.3
TSM04C2,Exports of Beef,198307,1983M07,-,State,000 Tonnes,16.7
TSM04C2,Exports of Beef,198308,1983M08,-,State,000 Tonnes,19.9
TSM04C2,Exports of Beef,198309,1983M09,-,State,000 Tonnes,18.7
TSM04C2,Exports of Beef,198310,1983M10,-,State,000 Tonnes,23.3
TSM04C2,Exports of Beef,198311,1983M11,-,State,000 Tonnes,25.1
TSM04C2,Exports of Beef,198312,1983M12,-,State,000 Tonnes,20.2
TSM04C2,Exports of Beef,198401,1984M01,-,State,000 Tonnes,15.5
TSM04C2,Exports of Beef,198402,1984M02,-,State,000 Tonnes,18
TSM04C2,Exports of Beef,198403,1984M03,-,State,000 Tonnes,14.5
TSM04C2,Exports of Beef,198404,1984M04,-,State,000 Tonnes,16.6
TSM04C2,Exports of Beef,198405,1984M05,-,State,000 Tonnes,14
TSM04C2,Exports of Beef,198406,1984M06,-,State,000 Tonnes,15
TSM04C2,Exports of Beef,198407,1984M07,-,State,000 Tonnes,13.2
TSM04C2,Exports of Beef,198408,1984M08,-,State,000 Tonnes,19.2
TSM04C2,Exports of Beef,198409,1984M09,-,State,000 Tonnes,22
TSM04C2,Exports of Beef,198410,1984M10,-,State,000 Tonnes,22.3
TSM04C2,Exports of Beef,198411,1984M11,-,State,000 Tonnes,22.5
TSM04C2,Exports of Beef,198412,1984M12,-,State,000 Tonnes,17.7
TSM04C2,Exports of Beef,198501,1985M01,-,State,000 Tonnes,17.9
TSM04C2,Exports of Beef,198502,1985M02,-,State,000 Tonnes,19.2
TSM04C2,Exports of Beef,198503,1985M03,-,State,000 Tonnes,19.9
TSM04C2,Exports of Beef,198504,1985M04,-,State,000 Tonnes,18.2
TSM04C2,Exports of Beef,198505,1985M05,-,State,000 Tonnes,23
TSM04C2,Exports of Beef,198506,1985M06,-,State,000 Tonnes,17.1
TSM04C2,Exports of Beef,198507,1985M07,-,State,000 Tonnes,21.7
TSM04C2,Exports of Beef,198508,1985M08,-,State,000 Tonnes,27
TSM04C2,Exports of Beef,198509,1985M09,-,State,000 Tonnes,20.7
TSM04C2,Exports of Beef,198510,1985M10,-,State,000 Tonnes,20.4
TSM04C2,Exports of Beef,198511,1985M11,-,State,000 Tonnes,24.3
TSM04C2,Exports of Beef,198512,1985M12,-,State,000 Tonnes,28.4
TSM04C2,Exports of Beef,198601,1986M01,-,State,000 Tonnes,28.3
TSM04C2,Exports of Beef,198602,1986M02,-,State,000 Tonnes,43.4
TSM04C2,Exports of Beef,198603,1986M03,-,State,000 Tonnes,34.6
TSM04C2,Exports of Beef,198604,1986M04,-,State,000 Tonnes,25.5
TSM04C2,Exports of Beef,198605,1986M05,-,State,000 Tonnes,20.7
TSM04C2,Exports of Beef,198606,1986M06,-,State,000 Tonnes,23.7
TSM04C2,Exports of Beef,198607,1986M07,-,State,000 Tonnes,26.1
TSM04C2,Exports of Beef,198608,1986M08,-,State,000 Tonnes,32.9
TSM04C2,Exports of Beef,198609,1986M09,-,State,000 Tonnes,24.2
TSM04C2,Exports of Beef,198610,1986M10,-,State,000 Tonnes,24.4
TSM04C2,Exports of Beef,198611,1986M11,-,State,000 Tonnes,38.9
TSM04C2,Exports of Beef,198612,1986M12,-,State,000 Tonnes,25.5
TSM04C2,Exports of Beef,198701,1987M01,-,State,000 Tonnes,30.5
TSM04C2,Exports of Beef,198702,1987M02,-,State,000 Tonnes,17.7
TSM04C2,Exports of Beef,198703,1987M03,-,State,000 Tonnes,24.8
TSM04C2,Exports of Beef,198704,1987M04,-,State,000 Tonnes,18.9
TSM04C2,Exports of Beef,198705,1987M05,-,State,000 Tonnes,25.2
TSM04C2,Exports of Beef,198706,1987M06,-,State,000 Tonnes,25.5
TSM04C2,Exports of Beef,198707,1987M07,-,State,000 Tonnes,25.4
TSM04C2,Exports of Beef,198708,1987M08,-,State,000 Tonnes,29.1
TSM04C2,Exports of Beef,198709,1987M09,-,State,000 Tonnes,37.5
TSM04C2,Exports of Beef,198710,1987M10,-,State,000 Tonnes,38.3
TSM04C2,Exports of Beef,198711,1987M11,-,State,000 Tonnes,21.2
TSM04C2,Exports of Beef,198712,1987M12,-,State,000 Tonnes,47
TSM04C2,Exports of Beef,198801,1988M01,-,State,000 Tonnes,15.7
TSM04C2,Exports of Beef,198802,1988M02,-,State,000 Tonnes,29.9
TSM04C2,Exports of Beef,198803,1988M03,-,State,000 Tonnes,28.3
TSM04C2,Exports of Beef,198804,1988M04,-,State,000 Tonnes,16.3
TSM04C2,Exports of Beef,198805,1988M05,-,State,000 Tonnes,27.3
TSM04C2,Exports of Beef,198806,1988M06,-,State,000 Tonnes,23.6
TSM04C2,Exports of Beef,198807,1988M07,-,State,000 Tonnes,23.2
TSM04C2,Exports of Beef,198808,1988M08,-,State,000 Tonnes,29.8
TSM04C2,Exports of Beef,198809,1988M09,-,State,000 Tonnes,22.7
TSM04C2,Exports of Beef,198810,1988M10,-,State,000 Tonnes,16.9
TSM04C2,Exports of Beef,198811,1988M11,-,State,000 Tonnes,31.4
TSM04C2,Exports of Beef,198812,1988M12,-,State,000 Tonnes,23.6
TSM04C2,Exports of Beef,198901,1989M01,-,State,000 Tonnes,18.1
TSM04C2,Exports of Beef,198902,1989M02,-,State,000 Tonnes,26.8
TSM04C2,Exports of Beef,198903,1989M03,-,State,000 Tonnes,22.5
TSM04C2,Exports of Beef,198904,1989M04,-,State,000 Tonnes,32
TSM04C2,Exports of Beef,198905,1989M05,-,State,000 Tonnes,27.9
TSM04C2,Exports of Beef,198906,1989M06,-,State,000 Tonnes,17
TSM04C2,Exports of Beef,198907,1989M07,-,State,000 Tonnes,21.6
TSM04C2,Exports of Beef,198908,1989M08,-,State,000 Tonnes,26.7
TSM04C2,Exports of Beef,198909,1989M09,-,State,000 Tonnes,54.8
TSM04C2,Exports of Beef,198910,1989M10,-,State,000 Tonnes,41.5
TSM04C2,Exports of Beef,198911,1989M11,-,State,000 Tonnes,21.8
TSM04C2,Exports of Beef,198912,1989M12,-,State,000 Tonnes,29.3
TSM04C2,Exports of Beef,199001,1990M01,-,State,000 Tonnes,32.6
TSM04C2,Exports of Beef,199002,1990M02,-,State,000 Tonnes,25.4
TSM04C2,Exports of Beef,199003,1990M03,-,State,000 Tonnes,29.8
TSM04C2,Exports of Beef,199004,1990M04,-,State,000 Tonnes,28.8
TSM04C2,Exports of Beef,199005,1990M05,-,State,000 Tonnes,27.9
TSM04C2,Exports of Beef,199006,1990M06,-,State,000 Tonnes,37.1
TSM04C2,Exports of Beef,199007,1990M07,-,State,000 Tonnes,11.2
TSM04C2,Exports of Beef,199008,1990M08,-,State,000 Tonnes,14.9
TSM04C2,Exports of Beef,199009,1990M09,-,State,000 Tonnes,16
TSM04C2,Exports of Beef,199010,1990M10,-,State,000 Tonnes,15.6
TSM04C2,Exports of Beef,199011,1990M11,-,State,000 Tonnes,24.6
TSM04C2,Exports of Beef,199012,1990M12,-,State,000 Tonnes,17.4
TSM04C2,Exports of Beef,199101,1991M01,-,State,000 Tonnes,19.3
TSM04C2,Exports of Beef,199102,1991M02,-,State,000 Tonnes,16.7
TSM04C2,Exports of Beef,199103,1991M03,-,State,000 Tonnes,21.6
TSM04C2,Exports of Beef,199104,1991M04,-,State,000 Tonnes,24.5
TSM04C2,Exports of Beef,199105,1991M05,-,State,000 Tonnes,19.2
TSM04C2,Exports of Beef,199106,1991M06,-,State,000 Tonnes,22.8
TSM04C2,Exports of Beef,199107,1991M07,-,State,000 Tonnes,25.6
TSM04C2,Exports of Beef,199108,1991M08,-,State,000 Tonnes,24.3
TSM04C2,Exports of Beef,199109,1991M09,-,State,000 Tonnes,27.3
TSM04C2,Exports of Beef,199110,1991M10,-,State,000 Tonnes,28.1
TSM04C2,Exports of Beef,199111,1991M11,-,State,000 Tonnes,28.4
TSM04C2,Exports of Beef,199112,1991M12,-,State,000 Tonnes,28.1
TSM04C2,Exports of Beef,199201,1992M01,-,State,000 Tonnes,31.8
TSM04C2,Exports of Beef,199202,1992M02,-,State,000 Tonnes,35.6
TSM04C2,Exports of Beef,199203,1992M03,-,State,000 Tonnes,27.2
TSM04C2,Exports of Beef,199204,1992M04,-,State,000 Tonnes,26.6
TSM04C2,Exports of Beef,199205,1992M05,-,State,000 Tonnes,27.3
TSM04C2,Exports of Beef,199206,1992M06,-,State,000 Tonnes,35.8
TSM04C2,Exports of Beef,199207,1992M07,-,State,000 Tonnes,43.4
TSM04C2,Exports of Beef,199208,1992M08,-,State,000 Tonnes,30.5
TSM04C2,Exports of Beef,199209,1992M09,-,State,000 Tonnes,22.5
TSM04C2,Exports of Beef,199210,1992M10,-,State,000 Tonnes,23.8
TSM04C2,Exports of Beef,199211,1992M11,-,State,000 Tonnes,27.3
TSM04C2,Exports of Beef,199212,1992M12,-,State,000 Tonnes,21.2
TSM04C2,Exports of Beef,199301,1993M01,-,State,000 Tonnes,12.4
TSM04C2,Exports of Beef,199302,1993M02,-,State,000 Tonnes,17.4
TSM04C2,Exports of Beef,199303,1993M03,-,State,000 Tonnes,26.1
TSM04C2,Exports of Beef,199304,1993M04,-,State,000 Tonnes,21.2
TSM04C2,Exports of Beef,199305,1993M05,-,State,000 Tonnes,24.5
TSM04C2,Exports of Beef,199306,1993M06,-,State,000 Tonnes,23.4
TSM04C2,Exports of Beef,199307,1993M07,-,State,000 Tonnes,21.8
TSM04C2,Exports of Beef,199308,1993M08,-,State,000 Tonnes,27.7
TSM04C2,Exports of Beef,199309,1993M09,-,State,000 Tonnes,33.9
TSM04C2,Exports of Beef,199310,1993M10,-,State,000 Tonnes,41.5
TSM04C2,Exports of Beef,199311,1993M11,-,State,000 Tonnes,37.7
TSM04C2,Exports of Beef,199312,1993M12,-,State,000 Tonnes,56.3
TSM04C2,Exports of Beef,199401,1994M01,-,State,000 Tonnes,35.7
TSM04C2,Exports of Beef,199402,1994M02,-,State,000 Tonnes,31.9
TSM04C2,Exports of Beef,199403,1994M03,-,State,000 Tonnes,34.5
TSM04C2,Exports of Beef,199404,1994M04,-,State,000 Tonnes,29.1
TSM04C2,Exports of Beef,199405,1994M05,-,State,000 Tonnes,31.3
TSM04C2,Exports of Beef,199406,1994M06,-,State,000 Tonnes,28.5
TSM04C2,Exports of Beef,199407,1994M07,-,State,000 Tonnes,25.7
TSM04C2,Exports of Beef,199408,1994M08,-,State,000 Tonnes,26.6
TSM04C2,Exports of Beef,199409,1994M09,-,State,000 Tonnes,31.5
TSM04C2,Exports of Beef,199410,1994M10,-,State,000 Tonnes,38.6
TSM04C2,Exports of Beef,199411,1994M11,-,State,000 Tonnes,47.4
TSM04C2,Exports of Beef,199412,1994M12,-,State,000 Tonnes,50.7
TSM04C2,Exports of Beef,199501,1995M01,-,State,000 Tonnes,32.6
TSM04C2,Exports of Beef,199502,1995M02,-,State,000 Tonnes,60.9
TSM04C2,Exports of Beef,199503,1995M03,-,State,000 Tonnes,48.4
TSM04C2,Exports of Beef,199504,1995M04,-,State,000 Tonnes,30.8
TSM04C2,Exports of Beef,199505,1995M05,-,State,000 Tonnes,33.5
TSM04C2,Exports of Beef,199506,1995M06,-,State,000 Tonnes,32.1
TSM04C2,Exports of Beef,199507,1995M07,-,State,000 Tonnes,16.9
TSM04C2,Exports of Beef,199508,1995M08,-,State,000 Tonnes,25
TSM04C2,Exports of Beef,199509,1995M09,-,State,000 Tonnes,44.5
TSM04C2,Exports of Beef,199510,1995M10,-,State,000 Tonnes,33.5
