STATISTIC,Statistic,TLIST(M1),Month,C02196V02652,State,UNIT,VALUE
TSM04C2,Exports of Beef,199511,1995M11,-,State,000 Tonnes,32.2
TSM04C2,Exports of Beef,199512,1995M12,-,State,000 Tonnes,33.9
TSM04C2,Exports of Beef,199601,1996M01,-,State,000 Tonnes,23.3
TSM04C2,Exports of Beef,199602,1996M02,-,State,000 Tonnes,26.4
TSM04C2,Exports of Beef,199603,1996M03,-,State,000 Tonnes,28.7
TSM04C2,Exports of Beef,199604,1996M04,-,State,000 Tonnes,19.5
TSM04C2,Exports of Beef,199605,1996M05,-,State,000 Tonnes,23.2
TSM04C2,Exports of Beef,199606,1996M06,-,State,000 Tonnes,21.9
TSM04C2,Exports of Beef,199607,1996M07,-,State,000 Tonnes,23.2
TSM04C2,Exports of Beef,199608,1996M08,-,State,000 Tonnes,36.5
TSM04C2,Exports of Beef,199609,1996M09,-,State,000 Tonnes,22.7
TSM04C2,Exports of Beef,199610,1996M10,-,State,000 Tonnes,48.9
TSM04C2,Exports of Beef,199611,1996M11,-,State,000 Tonnes,33
TSM04C2,Exports of Beef,199612,1996M12,-,State,000 Tonnes,29.4
TSM04C2,Exports of Beef,199701,1997M01,-,State,000 Tonnes,28.2
TSM04C2,Exports of Beef,199702,1997M02,-,State,000 Tonnes,24
TSM04C2,Exports of Beef,199703,1997M03,-,State,000 Tonnes,24.7
TSM04C2,Exports of Beef,199704,1997M04,-,State,000 Tonnes,33
TSM04C2,Exports of Beef,199705,1997M05,-,State,000 Tonnes,28.2
TSM04C2,Exports of Beef,199706,1997M06,-,State,000 Tonnes,22.3
TSM04C2,Exports of Beef,199707,1997M07,-,State,000 Tonnes,28.3
TSM04C2,Exports of Beef,199708,1997M08,-,State,000 Tonnes,20.7
TSM04C2,Exports of Beef,199709,1997M09,-,State,000 Tonnes,27.1
TSM04C2,Exports of Beef,199710,1997M10,-,State,000 Tonnes,35.4
TSM04C2,Exports of Beef,199711,1997M11,-,State,000 Tonnes,24.8
TSM04C2,Exports of Beef,199712,1997M12,-,State,000 Tonnes,43.6
TSM04C2,Exports of Beef,199801,1998M01,-,State,000 Tonnes,28.3
TSM04C2,Exports of Beef,199802,1998M02,-,State,000 Tonnes,24.1
TSM04C2,Exports of Beef,199803,1998M03,-,State,000 Tonnes,33.6
TSM04C2,Exports of Beef,199804,1998M04,-,State,000 Tonnes,34
TSM04C2,Exports of Beef,199805,1998M05,-,State,000 Tonnes,26.5
TSM04C2,Exports of Beef,199806,1998M06,-,State,000 Tonnes,30
TSM04C2,Exports of Beef,199807,1998M07,-,State,000 Tonnes,25.7
TSM04C2,Exports of Beef,199808,1998M08,-,State,000 Tonnes,26
TSM04C2,Exports of Beef,199809,1998M09,-,State,000 Tonnes,35.8
TSM04C2,Exports of Beef,199810,1998M10,-,State,000 Tonnes,30.9
TSM04C2,Exports of Beef,199811,1998M11,-,State,000 Tonnes,37.3
TSM04C2,Exports of Beef,199812,1998M12,-,State,000 Tonnes,40
TSM04C2,Exports of Beef,199901,1999M01,-,State,000 Tonnes,27.4
TSM04C2,Exports of Beef,199902,1999M02,-,State,000 Tonnes,38.3
TSM04C2,Exports of Beef,199903,1999M03,-,State,000 Tonnes,42
TSM04C2,Exports of Beef,199904,1999M04,-,State,000 Tonnes,44.3
TSM04C2,Exports of Beef,199905,1999M05,-,State,000 Tonnes,37.9
TSM04C2,Exports of Beef,199906,1999M06,-,State,000 Tonnes,34.9
TSM04C2,Exports of Beef,199907,1999M07,-,State,000 Tonnes,33.8
TSM04C2,Exports of Beef,199908,1999M08,-,State,000 Tonnes,35.1
TSM04C2,Exports of Beef,199909,1999M09,-,State,000 Tonnes,38.7
TSM04C2,Exports of Beef,199910,1999M10,-,State,000 Tonnes,41.3
TSM04C2,Exports of Beef,199911,1999M11,-,State,000 Tonnes,45.3
TSM04C2,Exports of Beef,199912,1999M12,-,State,000 Tonnes,46.1
TSM04C2,Exports of Beef,200001,2000M01,-,State,000 Tonnes,14.3
TSM04C2,Exports of Beef,200002,2000M02,-,State,000 Tonnes,35.3
TSM04C2,Exports of Beef,200003,2000M03,-,State,000 Tonnes,35
TSM04C2,Exports of Beef,200004,2000M04,-,State,000 Tonnes,34.8
TSM04C2,Exports of Beef,200005,2000M05,-,State,000 Tonnes,29.6
TSM04C2,Exports of Beef,200006,2000M06,-,State,000 Tonnes,28.1
TSM04C2,Exports of Beef,200007,2000M07,-,State,000 Tonnes,28.2
TSM04C2,Exports of Beef,200008,2000M08,-,State,000 Tonnes,24.2
TSM04C2,Exports of Beef,200009,2000M09,-,State,000 Tonnes,32.7
TSM04C2,Exports of Beef,200010,2000M10,-,State,000 Tonnes,35.3
TSM04C2,Exports of Beef,200011,2000M11,-,State,000 Tonnes,34.9
TSM04C2,Exports of Beef,200012,2000M12,-,State,000 Tonnes,24.3
TSM04C2,Exports of Beef,200101,2001M01,-,State,000 Tonnes,16.5
TSM04C2,Exports of Beef,200102,2001M02,-,State,000 Tonnes,12.3
TSM04C2,Exports of Beef,200103,2001M03,-,State,000 Tonnes,16.7
TSM04C2,Exports of Beef,200104,2001M04,-,State,000 Tonnes,13
TSM04C2,Exports of Beef,200105,2001M05,-,State,000 Tonnes,14.7
TSM04C2,Exports of Beef,200106,2001M06,-,State,000 Tonnes,15.3
TSM04C2,Exports of Beef,200107,2001M07,-,State,000 Tonnes,14.4
TSM04C2,Exports of Beef,200108,2001M08,-,State,000 Tonnes,18.3
TSM04C2,Exports of Beef,200109,2001M09,-,State,000 Tonnes,24.4
TSM04C2,Exports of Beef,200110,2001M10,-,State,000 Tonnes,21.8
TSM04C2,Exports of Beef,200111,2001M11,-,State,000 Tonnes,23.7
TSM04C2,Exports of Beef,200112,2001M12,-,State,000 Tonnes,23.4
TSM04C2,Exports of Beef,200201,2002M01,-,State,000 Tonnes,23.3
TSM04C2,Exports of Beef,200202,2002M02,-,State,000 Tonnes,21
TSM04C2,Exports of Beef,200203,2002M03,-,State,000 Tonnes,22.7
TSM04C2,Exports of Beef,200204,2002M04,-,State,000 Tonnes,20.3
TSM04C2,Exports of Beef,200205,2002M05,-,State,000 Tonnes,24.6
TSM04C2,Exports of Beef,200206,2002M06,-,State,000 Tonnes,22.7
TSM04C2,Exports of Beef,200207,2002M07,-,State,000 Tonnes,20.1
TSM04C2,Exports of Beef,200208,2002M08,-,State,000 Tonnes,23.1
TSM04C2,Exports of Beef,200209,2002M09,-,State,000 Tonnes,29.3
TSM04C2,Exports of Beef,200210,2002M10,-,State,000 Tonnes,30.6
TSM04C2,Exports of Beef,200211,2002M11,-,State,000 Tonnes,29
TSM04C2,Exports of Beef,200212,2002M12,-,State,000 Tonnes,28.2
TSM04C2,Exports of Beef,200301,2003M01,-,State,000 Tonnes,25
TSM04C2,Exports of Beef,200302,2003M02,-,State,000 Tonnes,23.9
TSM04C2,Exports of Beef,200303,2003M03,-,State,000 Tonnes,24.8
TSM04C2,Exports of Beef,200304,2003M04,-,State,000 Tonnes,20.6
TSM04C2,Exports of Beef,200305,2003M05,-,State,000 Tonnes,23.9
TSM04C2,Exports of Beef,200306,2003M06,-,State,000 Tonnes,23.6
TSM04C2,Exports of Beef,200307,2003M07,-,State,000 Tonnes,23.6
TSM04C2,Exports of Beef,200308,2003M08,-,State,000 Tonnes,24
TSM04C2,Exports of Beef,200309,2003M09,-,State,000 Tonnes,35.4
TSM04C2,Exports of Beef,200310,2003M10,-,State,000 Tonnes,30.9
TSM04C2,Exports of Beef,200311,2003M11,-,State,000 Tonnes,32
TSM04C2,Exports of Beef,200312,2003M12,-,State,000 Tonnes,32.2
TSM04C2,Exports of Beef,200401,2004M01,-,State,000 Tonnes,22.4
TSM04C2,Exports of Beef,200402,2004M02,-,State,000 Tonnes,21
TSM04C2,Exports of Beef,200403,2004M03,-,State,000 Tonnes,25.4
TSM04C2,Exports of Beef,200404,2004M04,-,State,000 Tonnes,21.7
TSM04C2,Exports of Beef,200405,2004M05,-,State,000 Tonnes,21.9
TSM04C2,Exports of Beef,200406,2004M06,-,State,000 Tonnes,23.6
TSM04C2,Exports of Beef,200407,2004M07,-,State,000 Tonnes,20.4
TSM04C2,Exports of Beef,200408,2004M08,-,State,000 Tonnes,24.8
TSM04C2,Exports of Beef,200409,2004M09,-,State,000 Tonnes,29.5
TSM04C2,Exports of Beef,200410,2004M10,-,State,000 Tonnes,29.6
TSM04C2,Exports of Beef,200411,2004M11,-,State,000 Tonnes,30.3
TSM04C2,Exports of Beef,200412,2004M12,-,State,000 Tonnes,37.8
TSM04C2,Exports of Beef,200501,2005M01,-,State,000 Tonnes,16.7
TSM04C2,Exports of Beef,200502,2005M02,-,State,000 Tonnes,20.1
TSM04C2,Exports of Beef,200503,2005M03,-,State,000 Tonnes,27.5
TSM04C2,Exports of Beef,200504,2005M04,-,State,000 Tonnes,21.7
TSM04C2,Exports of Beef,200505,2005M05,-,State,000 Tonnes,20.4
TSM04C2,Exports of Beef,200506,2005M06,-,State,000 Tonnes,26.3
TSM04C2,Exports of Beef,200507,2005M07,-,State,000 Tonnes,21.3
TSM04C2,Exports of Beef,200508,2005M08,-,State,000 Tonnes,24.1
TSM04C2,Exports of Beef,200509,2005M09,-,State,000 Tonnes,33.1
TSM04C2,Exports of Beef,200510,2005M10,-,State,000 Tonnes,29.4
TSM04C2,Exports of Beef,200511,2005M11,-,State,000 Tonnes,33.7
TSM04C2,Exports of Beef,200512,2005M12,-,State,000 Tonnes,36.9
TSM04C2,Exports of Beef,200601,2006M01,-,State,000 Tonnes,21.3
TSM04C2,Exports of Beef,200602,2006M02,-,State,000 Tonnes,25.3
TSM04C2,Exports of Beef,200603,2006M03,-,State,000 Tonnes,33
TSM04C2,Exports of Beef,200604,2006M04,-,State,000 Tonnes,27.6
TSM04C2,Exports of Beef,200605,2006M05,-,State,000 Tonnes,24.7
TSM04C2,Exports of Beef,200606,2006M06,-,State,000 Tonnes,28
TSM04C2,Exports of Beef,200607,2006M07,-,State,000 Tonnes,24.2
TSM04C2,Exports of Beef,200608,2006M08,-,State,000 Tonnes,25.8
TSM04C2,Exports of Beef,200609,2006M09,-,State,000 Tonnes,32.7
TSM04C2,Exports of Beef,200610,2006M10,-,State,000 Tonnes,28.5
TSM04C2,Exports of Beef,200611,2006M11,-,State,000 Tonnes,29.7
TSM04C2,Exports of Beef,200612,2006M12,-,State,000 Tonnes,33.7
TSM04C2,Exports of Beef,200701,2007M01,-,State,000 Tonnes,24
TSM04C2,Exports of Beef,200702,2007M02,-,State,000 Tonnes,25.1
TSM04C2,Exports of Beef,200703,2007M03,-,State,000 Tonnes,29.9
TSM04C2,Exports of Beef,200704,2007M04,-,State,000 Tonnes,24.1
TSM04C2,Exports of Beef,200705,2007M05,-,State,000 Tonnes,24.4
TSM04C2,Exports of Beef,200706,2007M06,-,State,000 Tonnes,26.4
TSM04C2,Exports of Beef,200707,2007M07,-,State,000 Tonnes,24
TSM04C2,Exports of Beef,200708,2007M08,-,State,000 Tonnes,26.1
TSM04C2,Exports of Beef,200709,2007M09,-,State,000 Tonnes,33.7
TSM04C2,Exports of Beef,200710,2007M10,-,State,000 Tonnes,29
TSM04C2,Exports of Beef,200711,2007M11,-,State,000 Tonnes,29.3
TSM04C2,Exports of Beef,200712,2007M12,-,State,000 Tonnes,32.9
TSM04C2,Exports of Beef,200801,2008M01,-,State,000 Tonnes,23.4
TSM04C2,Exports of Beef,200802,2008M02,-,State,000 Tonnes,24.7
TSM04C2,Exports of Beef,200803,2008M03,-,State,000 Tonnes,27.3
TSM04C2,Exports of Beef,200804,2008M04,-,State,000 Tonnes,23.8
TSM04C2,Exports of Beef,200805,2008M05,-,State,000 Tonnes,22.6
TSM04C2,Exports of Beef,200806,2008M06,-,State,000 Tonnes,24.8
TSM04C2,Exports of Beef,200807,2008M07,-,State,000 Tonnes,26.8
TSM04C2,Exports of Beef,200808,2008M08,-,State,000 Tonnes,24.9
TSM04C2,Exports of Beef,200809,2008M09,-,State,000 Tonnes,32.4
TSM04C2,Exports of Beef,200810,2008M10,-,State,000 Tonnes,29.6
TSM04C2,Exports of Beef,200811,2008M11,-,State,000 Tonnes,24.7
TSM04C2,Exports of Beef,200812,2008M12,-,State,000 Tonnes,24.3
TSM04C2,Exports of Beef,200901,2009M01,-,State,000 Tonnes,21.5
TSM04C2,Exports of Beef,200902,2009M02,-,State,000 Tonnes,22.2
TSM04C2,Exports of Beef,200903,2009M03,-,State,000 Tonnes,25.6
TSM04C2,Exports of Beef,200904,2009M04,-,State,000 Tonnes,22.7
TSM04C2,Exports of Beef,200905,2009M05,-,State,000 Tonnes,21.8
TSM04C2,Exports of Beef,200906,2009M06,-,State,000 Tonnes,24.9
TSM04C2,Exports of Beef,200907,2009M07,-,State,000 Tonnes,22.3
TSM04C2,Exports of Beef,200908,2009M08,-,State,000 Tonnes,24.4
TSM04C2,Exports of Beef,200909,2009M09,-,State,000 Tonnes,29.9
TSM04C2,Exports of Beef,200910,2009M10,-,State,000 Tonnes,27.9
TSM04C2,Exports of Beef,200911,2009M11,-,State,000 Tonnes,26.9
TSM04C2,Exports of Beef,200912,2009M12,-,State,000 Tonnes,30.9
TSM04C2,Exports of Beef,201001,2010M01,-,State,000 Tonnes,22.8
TSM04C2,Exports of Beef,201002,2010M02,-,State,000 Tonnes,23.4
TSM04C2,Exports of Beef,201003,2010M03,-,State,000 Tonnes,28.8
TSM04C2,Exports of Beef,201004,2010M04,-,State,000 Tonnes,23.5
TSM04C2,Exports of Beef,201005,2010M05,-,State,000 Tonnes,24.4
TSM04C2,Exports of Beef,201006,2010M06,-,State,000 Tonnes,29.3
TSM04C2,Exports of Beef,201007,2010M07,-,State,000 Tonnes,24.1
TSM04C2,Exports of Beef,201008,2010M08,-,State,000 Tonnes,23.4
TSM04C2,Exports of Beef,201009,2010M09,-,State,000 Tonnes,31.5
TSM04C2,Exports of Beef,201010,2010M10,-,State,000 Tonnes,28.2
TSM04C2,Exports of Beef,201011,2010M11,-,State,000 Tonnes,27.7
TSM04C2,Exports of Beef,201012,2010M12,-,State,000 Tonnes,32.2
TSM04C2,Exports of Beef,201101,2011M01,-,State,000 Tonnes,22.8
TSM04C2,Exports of Beef,201102,2011M02,-,State,000 Tonnes,24
TSM04C2,Exports of Beef,201103,2011M03,-,State,000 Tonnes,31.3
TSM04C2,Exports of Beef,201104,2011M04,-,State,000 Tonnes,27.2
TSM04C2,Exports of Beef,201105,2011M05,-,State,000 Tonnes,25.1
TSM04C2,Exports of Beef,201106,2011M06,-,State,000 Tonnes,29.1
TSM04C2,Exports of Beef,201107,2011M07,-,State,000 Tonnes,24.3
TSM04C2,Exports of Beef,201108,2011M08,-,State,000 Tonnes,25.1
TSM04C2,Exports of Beef,201109,2011M09,-,State,000 Tonnes,33.7
TSM04C2,Exports of Beef,201110,2011M10,-,State,000 Tonnes,33.7
TSM04C2,Exports of Beef,201111,2011M11,-,State,000 Tonnes,28.7
TSM04C2,Exports of Beef,201112,2011M12,-,State,000 Tonnes,33.8
TSM04C2,Exports of Beef,201201,2012M01,-,State,000 Tonnes,22.4
TSM04C2,Exports of Beef,201202,2012M02,-,State,000 Tonnes,24.4
TSM04C2,Exports of Beef,201203,2012M03,-,State,000 Tonnes,28.4
TSM04C2,Exports of Beef,201204,2012M04,-,State,000 Tonnes,21.1
TSM04C2,Exports of Beef,201205,2012M05,-,State,000 Tonnes,21.7
TSM04C2,Exports of Beef,201206,2012M06,-,State,000 Tonnes,23.5
TSM04C2,Exports of Beef,201207,2012M07,-,State,000 Tonnes,20.2
TSM04C2,Exports of Beef,201208,2012M08,-,State,000 Tonnes,23
TSM04C2,Exports of Beef,201209,2012M09,-,State,000 Tonnes,29.3
TSM04C2,Exports of Beef,201210,2012M10,-,State,000 Tonnes,27
TSM04C2,Exports of Beef,201211,2012M11,-,State,000 Tonnes,27
TSM04C2,Exports of Beef,201212,2012M12,-,State,000 Tonnes,30.1
TSM04C2,Exports of Beef,201301,2013M01,-,State,000 Tonnes,24.2
TSM04C2,Exports of Beef,201302,2013M02,-,State,000 Tonnes,23.1
TSM04C2,Exports of Beef,201303,2013M03,-,State,000 Tonnes,27.3
TSM04C2,Exports of Beef,201304,2013M04,-,State,000 Tonnes,22
TSM04C2,Exports of Beef,201305,2013M05,-,State,000 Tonnes,23.4
TSM04C2,Exports of Beef,201306,2013M06,-,State,000 Tonnes,23.9
TSM04C2,Exports of Beef,201307,2013M07,-,State,000 Tonnes,22.3
TSM04C2,Exports of Beef,201308,2013M08,-,State,000 Tonnes,21.7
TSM04C2,Exports of Beef,201309,2013M09,-,State,000 Tonnes,28.8
TSM04C2,Exports of Beef,201310,2013M10,-,State,000 Tonnes,28.9
TSM04C2,Exports of Beef,201311,2013M11,-,State,000 Tonnes,27.5
TSM04C2,Exports of Beef,201312,2013M12,-,State,000 Tonnes,27
TSM04C2,Exports of Beef,201401,2014M01,-,State,000 Tonnes,26.4
TSM04C2,Exports of Beef,201402,2014M02,-,State,000 Tonnes,24.4
TSM04C2,Exports of Beef,201403,2014M03,-,State,000 Tonnes,31.9
TSM04C2,Exports of Beef,201404,2014M04,-,State,000 Tonnes,27.3
TSM04C2,Exports of Beef,201405,2014M05,-,State,000 Tonnes,27.7
TSM04C2,Exports of Beef,201406,2014M06,-,State,000 Tonnes,29.8
TSM04C2,Exports of Beef,201407,2014M07,-,State,000 Tonnes,28
TSM04C2,Exports of Beef,201408,2014M08,-,State,000 Tonnes,27.3
TSM04C2,Exports of Beef,201409,2014M09,-,State,000 Tonnes,33.9
TSM04C2,Exports of Beef,201410,2014M10,-,State,000 Tonnes,26.5
TSM04C2,Exports of Beef,201411,2014M11,-,State,000 Tonnes,27.5
TSM04C2,Exports of Beef,201412,2014M12,-,State,000 Tonnes,33.8
TSM04C2,Exports of Beef,201501,2015M01,-,State,000 Tonnes,23.3
TSM04C2,Exports of Beef,201502,2015M02,-,State,000 Tonnes,25.8
TSM04C2,Exports of Beef,201503,2015M03,-,State,000 Tonnes,29.1
TSM04C2,Exports of Beef,201504,2015M04,-,State,000 Tonnes,26.7
TSM04C2,Exports of Beef,201505,2015M05,-,State,000 Tonnes,25
TSM04C2,Exports of Beef,201506,2015M06,-,State,000 Tonnes,28.9
TSM04C2,Exports of Beef,201507,2015M07,-,State,000 Tonnes,25.8
TSM04C2,Exports of Beef,201508,2015M08,-,State,000 Tonnes,24.9
TSM04C2,Exports of Beef,201509,2015M09,-,State,000 Tonnes,26.4
TSM04C2,Exports of Beef,201510,2015M10,-,State,000 Tonnes,26.5
TSM04C2,Exports of Beef,201511,2015M11,-,State,000 Tonnes,25.8
TSM04C2,Exports of Beef,201512,2015M12,-,State,000 Tonnes,32.1
TSM04C2,Exports of Beef,201601,2016M01,-,State,000 Tonnes,26.6
TSM04C2,Exports of Beef,201602,2016M02,-,State,000 Tonnes,26.4
TSM04C2,Exports of Beef,201603,2016M03,-,State,000 Tonnes,32.3
TSM04C2,Exports of Beef,201604,2016M04,-,State,000 Tonnes,26.4
TSM04C2,Exports of Beef,201605,2016M05,-,State,000 Tonnes,34
TSM04C2,Exports of Beef,201606,2016M06,-,State,000 Tonnes,28.4
TSM04C2,Exports of Beef,201607,2016M07,-,State,000 Tonnes,25.5
TSM04C2,Exports of Beef,201608,2016M08,-,State,000 Tonnes,26.8
TSM04C2,Exports of Beef,201609,2016M09,-,State,000 Tonnes,33.3
TSM04C2,Exports of Beef,201610,2016M10,-,State,000 Tonnes,33.3
TSM04C2,Exports of Beef,201611,2016M11,-,State,000 Tonnes,32.9
TSM04C2,Exports of Beef,201612,2016M12,-,State,000 Tonnes,39.1
TSM04C2,Exports of Beef,201701,2017M01,-,State,000 Tonnes,29.1
TSM04C2,Exports of Beef,201702,2017M02,-,State,000 Tonnes,27.6
TSM04C2,Exports of Beef,201703,2017M03,-,State,000 Tonnes,33
TSM04C2,Exports of Beef,201704,2017M04,-,State,000 Tonnes,28.3
TSM04C2,Exports of Beef,201705,2017M05,-,State,000 Tonnes,27.1
TSM04C2,Exports of Beef,201706,2017M06,-,State,000 Tonnes,31.4
TSM04C2,Exports of Beef,201707,2017M07,-,State,000 Tonnes,27.3
TSM04C2,Exports of Beef,201708,2017M08,-,State,000 Tonnes,30.7
TSM04C2,Exports of Beef,201709,2017M09,-,State,000 Tonnes,36.4
TSM04C2,Exports of Beef,201710,2017M10,-,State,000 Tonnes,32
TSM04C2,Exports of Beef,201711,2017M11,-,State,000 Tonnes,32.4
TSM04C2,Exports of Beef,201712,2017M12,-,State,000 Tonnes,35.7
TSM04C2,Exports of Beef,201801,2018M01,-,State,000 Tonnes,28.5
TSM04C2,Exports of Beef,201802,2018M02,-,State,000 Tonnes,29
TSM04C2,Exports of Beef,201803,2018M03,-,State,000 Tonnes,34.5
TSM04C2,Exports of Beef,201804,2018M04,-,State,000 Tonnes,28.5
TSM04C2,Exports of Beef,201805,2018M05,-,State,000 Tonnes,27.9
TSM04C2,Exports of Beef,201806,2018M06,-,State,000 Tonnes,31.1
TSM04C2,Exports of Beef,201807,2018M07,-,State,000 Tonnes,26.1
TSM04C2,Exports of Beef,201808,2018M08,-,State,000 Tonnes,28.6
TSM04C2,Exports of Beef,201809,2018M09,-,State,000 Tonnes,35.7
TSM04C2,Exports of Beef,201810,2018M10,-,State,000 Tonnes,33.8
TSM04C2,Exports of Beef,201811,2018M11,-,State,000 Tonnes,34.9
TSM04C2,Exports of Beef,201812,2018M12,-,State,000 Tonnes,35.2
TSM04C2,Exports of Beef,201901,2019M01,-,State,000 Tonnes,32.3
TSM04C2,Exports of Beef,201902,2019M02,-,State,000 Tonnes,28.3
TSM04C2,Exports of Beef,201903,2019M03,-,State,000 Tonnes,32.5
TSM04C2,Exports of Beef,201904,2019M04,-,State,000 Tonnes,32.7
TSM04C2,Exports of Beef,201905,2019M05,-,State,000 Tonnes,28.9
TSM04C2,Exports of Beef,201906,2019M06,-,State,000 Tonnes,32.5
TSM04C2,Exports of Beef,201907,2019M07,-,State,000 Tonnes,33.7
TSM04C2,Exports of Beef,201908,2019M08,-,State,000 Tonnes,31
TSM04C2,Exports of Beef,201909,2019M09,-,State,000 Tonnes,27.1
TSM04C2,Exports of Beef,201910,2019M10,-,State,000 Tonnes,33.1
TSM04C2,Exports of Beef,201911,2019M11,-,State,000 Tonnes,30.8
TSM04C2,Exports of Beef,201912,2019M12,-,State,000 Tonnes,38.1
TSM04C2,Exports of Beef,202001,2020M01,-,State,000 Tonnes,31.3
TSM04C2,Exports of Beef,202002,2020M02,-,State,000 Tonnes,31.2
TSM04C2,Exports of Beef,202003,2020M03,-,State,000 Tonnes,36
TSM04C2,Exports of Beef,202004,2020M04,-,State,000 Tonnes,25.8
TSM04C2,Exports of Beef,202005,2020M05,-,State,000 Tonnes,25
TSM04C2,Exports of Beef,202006,2020M06,-,State,000 Tonnes,32
TSM04C2,Exports of Beef,202007,2020M07,-,State,000 Tonnes,30.2
TSM04C2,Exports of Beef,202008,2020M08,-,State,000 Tonnes,28.7
TSM04C2,Exports of Beef,202009,2020M09,-,State,000 Tonnes,37
TSM04C2,Exports of Beef,202010,2020M10,-,State,000 Tonnes,33.4
TSM04C2,Exports of Beef,202011,2020M11,-,State,000 Tonnes,32.3
TSM04C2,Exports of Beef,202012,2020M12,-,State,000 Tonnes,45.5
TSM04C2,Exports of Beef,202101,2021M01,-,State,000 Tonnes,25.9
TSM04C2,Exports of Beef,202102,2021M02,-,State,000 Tonnes,26.5
TSM04C2,Exports of Beef,202103,2021M03,-,State,000 Tonnes,32.1
TSM04C2,Exports of Beef,202104,2021M04,-,State,000 Tonnes,30
TSM04C2,Exports of Beef,202105,2021M05,-,State,000 Tonnes,29.3
TSM04C2,Exports of Beef,202106,2021M06,-,State,000 Tonnes,32.3
TSM04C2,Exports of Beef,202107,2021M07,-,State,000 Tonnes,30.8
TSM04C2,Exports of Beef,202108,2021M08,-,State,000 Tonnes,30.8
TSM04C2,Exports of Beef,202109,2021M09,-,State,000 Tonnes,36
TSM04C2,Exports of Beef,202110,2021M10,-,State,000 Tonnes,32.6
TSM04C2,Exports of Beef,202111,2021M11,-,State,000 Tonnes,34
TSM04C2,Exports of Beef,202112,2021M12,-,State,000 Tonnes,30.1
TSM04C2,Exports of Beef,202201,2022M01,-,State,000 Tonnes,29
TSM04C2,Exports of Beef,202202,2022M02,-,State,000 Tonnes,52.4
